message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
BNewZpFz2H9ISv89ihWqsTxdmkSg0xvDNKt=qMLWwFnU,Curtis. Our fund is closed and making no more investments. Please take me off distribution,0,not investor,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
a8PHzLFGb108Ns-M8PrvQKTUAT26E9oHhPzw1dFLeKSP,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
g4vS1KHPEiOxwZZRGyF=Lrim6zls91rZra0mULc4tB+e,Not a fit for us,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Hf4MekX3EjH96QtBxCdipJ15sKohUbMBO8iLtv7=bcDZ,"Not a fit, kindly unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
f+8TkMavzrR2NQ33NnDNdQbiF6r=croOQcKPNB6rHzdR,Not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
M=sfTHxsSeSNS-+BsK8d-1FfFHs5wVTCd2tDRCZnT5xQ,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
GA0po9Xk+WW0RbtUYuHTbeYh8I8nQPIkjjae-2zUHPsP,appreciate your pitch deck and your team's passion for the industry. Who is already on the cap table?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
GAnc5tTrYZe0o+0X=Fq8=Oqh-FgDQEieyEKTR=jtu35g,"Hi Curtis, Thank you for the interest. This is outside of our investment sweetspot*, so I will pass on this opportunity; nonetheless we do appreciate your e,ail. Good luck with the fundraise and with your product development.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
OgHAykJUcbC4T6EAYm1WiFE-UmW0--8xCLfU4p9Gu7uP,"Thank you for sharing your pitch deck with us. Unfortunately, we do not invest in companies in your sector due to the low potential for significant financial returns.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
wml62n5TZtR+5cpCei4JO1yA-KNcRBsEd54M7qL26vi3,We need $3mm+ ARR,0,stage,0,stage,1,1,,,,,,,0,stage,stage
sWLR5FKZlKa-5kEcSzti=-FLf-gDM1uebJ93zHmLqYeO,"Hello, I'm interested in investing in your company. Can you provide me with the complete pitch deck, technical details and any other relevant documents?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
potPnEQyRhRtTscexx8xjNF0hHrVURG1DNun8AxyApcq,"Although we are very interested in your startup and the pitch deck you have presented, we are not able to invest in startups at the pre-seed stage currently.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
29MrhInj7ApIeKIlTQCNQNIuEuaqz=DayThMramozHIc,I'm not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
W3fztSeSEBhCgg0HtysqThChU5WnGMV5uv+fTFCiWw2U,"No interest, please unsubscribe.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DUzo0rM+p0pjRttjWK2r27lJxuja1CCFKMpbwaY1VBS-,"No thank you, please unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
7hujqK5KihEDbn6HJ3MQFQSuMo-tU7Giru2Qg-Hr7tlI,"Thanks for sharing your deck, but we're not able to invest in companies that are this early stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
wTa9qTb2liQU4L+it6TZARs44Px3EpTsA5D7flALX2OR,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
SR1LyRz4M+K3XkrUXJZR1jObHlo3c+6YYcLPOW3o8cel,"We are impressed with your team and product, but we don't believe the current market conditions are conducive to investing in your sector.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
8NA3N8RHvFyBfhh3QQRYHUj7QZAEX6gX9jWSF4ZL5hbG,"We have taken the time to look into your startup and the pitch deck you have submitted. Unfortunately, we do not invest in businesses at such a pre-seed stage currently.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
6-2A+o49IcJntDIUjb2zeVMFrf3tx8S4ye7CxwAOFni6,"Hi Curtis, Thanks for reaching out. It doesn't sound like a fit for me but I wish you the best with your fundraising. Kind regards,
",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
esLuaqVa51Y7dth7v-Lv9UTlSWfJL86IoMXB+Qt3AEPn,"We appreciate your interest in our firm, but we are unable to invest at this time due to the structure of the deal.",0,structure,0,structure,1,1,,,,,,,0,structure,other
Tpl+eY7tfKqEFG9kxX7RYeghyRIYKu1x1YM1SKuCTi4m,"Hej hej, many thanks for reaching out! May I ask you to submit your full pitch using this short Typeform [URL] on our website?",1,click on link (full deck),1,formal application,1,0,,,,,,formal application,1,formal application,formal application
DqAdMklBagMhde5IdN6mbwNuy+29VMnNzCYT3T2+g-FM,"Sorry, not interested. Kindly remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
foAVerbPKamdghLWDtlSkcM7Wv2FOVE0kTwo=xCO7j2p,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
JlEhrPi5FMudbC415NSPzwiQ6taTqaTS75X7y0XA91R2,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
5lKuokrbQx4e0PDcTVKKzD5s3VLnvIvLTlpDwWFsOTzW,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
Dnb6kgESARYOoxnH4VfztGcv-Bf8BBK5R6fsb3I-Vv0y,Thank you for your interest in [FIRM].  We have decided to not raise our third fund and as a result are not making any new investments now.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
XJH-GhZzBvxwWRN4w+S7pLY2Kd1ChuNDTMJvQSKYfB8G,"Hi Curtis, I am [NAME] and I work as an associate at [FIRM]. Thanks so much for pitching us the opportunity. We feel that we just haven't been able to come to a level of conviction needed in this space as it's quite crowded. Therefore, it's best to hold back at this point for the reasons mentioned. We wish you the very best.",0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
A4GkOZ0CHoq6MVsrL-VX3WAAjjx82S2WW9BC5R+XqYcN,"Thanks for sharing your vision, but we're not able to invest in pre-seed companies.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
3dcqso=an7l=yeFHBmMJ0BB=vV52rx62W0lJPL4dNNDC,"We appreciate the effort that went into your pitch, but it is not within our current geographic focus and we cannot invest.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
ZCj-Qkobd1arf7sk=h9IsTjWh-uslgYuHN-zSCUziXEh,"We appreciate your effort in creating a pitch deck for your startup. However, we do not see it as a fit for our investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Ta6J16lmsX-1ehmj=iy1gTRg2r6n5vOFHc3m6uZAuat5,"Curtis, thank you for sharing your pitch for Perksouq with us. Unfortunately, we do not see a fit with our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
oRLKpO7mAUemh=HeGU9XrXLKCV4+Ye0ikIojAnIBVc3z,"We were very interested in learning more about your startup and the pitch deck you’ve sent us. While we appreciate the effort you’ve put into your venture, we are not investing in startups at the pre-seed stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
n=TMRg6m-jUs8ZbaHaQXOSopDSXPDrGr0GqUXMm3FT2R,REMOVE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Yd8Cl-R6Y9Q-Gk=gCM9S816cwKWXDGmIE6DUkyUDp4RU,"Hi, Hope you are well, and thank you for thinking of us on this. Unfortunately, the business is not a good fit for us here at [FIRM]. Best wishes and, again, many thanks for sending this through to us.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
C3+XcISmdLXMj8nD5HqE=DfS9pOw6InjB19iT0F2WELF,"Sorry, pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
tEP2OcPM1=IWAwemO3ZK4VdkbnC98TBzQIvGYbCtkWWe,Do no contact me please,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
XnkrG1LlTlynEx9pifNObWX=w3yu9Z+mej0zwiR44gVN,"Hi Curtis, Thanks for writing to us. We reviewed this opportunity and decided not to take the discussion forward because the current geography of operations doesnt align with our focus areas. We wish you all the best with the fundraise. Looking forward to seeing the business grow.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
jEYm3pGol3nyKdJ8XR1smUGvKWFBjNqkQcYDGm0CZtXK,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
7JeXEvlmSiWXHjqvHC5lDNVfepthBqya81wgWv96PiMs,"Hi, your pitch deck looks promising and I'm interested in learning more about your go-to-market strategy and potential revenue streams.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
PFGlxDfSwxv4dCAAfRwSip6m7ZtsyA9+HZihmZK7bLla,"Hi there, I'm intrigued by your pitch and would like to invite you to submit a formal application for investment through our online portal at [URL]. Please include any relevant documents and information.",1,click on link (full deck),1,formal application,1,0,,,,,,formal application,1,formal application,formal application
C+iG4-e7nI9nyXWbyJugIztkx04lc5t2Cgzme-W1P7eD,unsubscribe from email list please,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
c3pivJXYcGEU8TElR-me3uqZ7HGcyFcHgMH5rTX=Y+ka,"Curtis. Thanks for reaching out. We are sitting out for a bit right now, good luck with your raise.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
vuD74OaL8JdYTToa4OstpWmPN6CnqkMTdSA8Tor485cR,"Hey Curtis, Many thanks for allowing [FIRM] the opportunity to look at this, but after review we have decided to pass on digging deeper. From a distance it doesn't fully fit what we're looking for at the moment. I do realize I'm often an idiot with many blind spots which may limit me from seeing the full  potential, and I may deeply regret this in a few years when you ring the bell. Wishing you the best of luck going forward. Rock on!",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
4EAyMGMpvDZMLkIPUL4tB8DIGKTpf2xfpMF6wnOeHn3G,Hi Curtis-Not for me but best of luck with the platform.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
yEK3bL+Nl078F706Zj=xr6EY5cUzFm1kBe7qSIc=tLOm,Thank you Curtis. I will have to pass on this opportunity for now.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
FpX0IBP10XZMeiXYvOgjO3Z0JhU8rPKxwx6Oq9NsuUxb,[NAME] will take this forward,1,referral,0,no specific reason,0,0,1,1,referral,referral,1,referral,1,referral,referral
Txe1c611hdb=wauMRgZCG9U5y3xT2HS1ZcR3UBjgnWrK,"While we are interested in your startup, we don't believe we have the necessary expertise to add value to your company.",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
s=0pOHdjDjwMqiHkB4khAOE-pFSGEGYaNg55u16=r73P,"What are your drams for an eventual exit, whether it be through acquisition or IPO?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
HIJZ9r8lM0MINqWZT-NEtILu4Px-8FmaAa0Hn2wLftgs,"Hi Curtis, thank you for sharing your pitch deck with me. I appreciate your effort in putting together a well-thought-out presentation. While your pitch deck looks impressive, I need more information on your revenue model to make a more informed decision. Can you provide more details on how you plan to generate revenue from your platform? This information will help me better understand your business model and evaluate your potential for growth and profitability.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
8VuW5h5HcKN3WOin3ijhnL6WeHmLaXOJAbJxD-NwCNzt,We're looking for startups with more market validation before investing.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
AwT5Oz9mwY2=mzr-OMc2P3BVy3UlmwE5IVEcO-C=Md-6,"Hi Curtis, Thanks for reaching out! We had a look at the deck, and it's absolutely horrendous. At present, we give you 0% to succeed. The brand name is undesirable, and your business model is unclear; we have heard this pitch many times before and not buying it. Your ask in the current market conditions is off the charts. The design is extremely outdated and quite frankly, hard to read. Good luck.",0,other,0,no specific reason,1,0,,,,,,no specific reason,0,no specific reason,no specific reason
gSkwS2Q7x-Yl4XYO6nWAs51YoL4++4hLZGu-dXZOB9Pb,"Hello. Thank you for reaching out to [FIRM] with your investment perspective and sharing the relevant information on your venture. After reviewing the information, we feel that this venture doesn't fit into our current Investment Thesis. Regretfully, therefore, we will have to give it a pass this time. We wish you all the best for your future endeavours. Should you require any other clarifications, please write in to [EMAIL] and we will try and get back to you.


",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
bjtViQUDCTLX9HR1DSMY9b+2HwcMFttiNaI0NdCKVHS6,"Unfortunately, we're not the right investor for this opportunity at this time.",0,no specific reason,0,stage,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
fmuC4ANOEceVN+YRUJ4oxiP6DC4CeRbfgLFCwdE761kv,"Unfortunately, we don't invest in pre-seed or seed-stage startups at this time.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
t-+ROgHkmc76fKNWubBgxmo3i9c8awMuPSt2MQ+B5FeV,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
uJ4v8LDLF7tOcjx85vD8CMDw7pJVlhRoEcZSxa7P5fp4,"Thank you for sharing your pitch with us. While we see potential in your startup, we do not believe it aligns with our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
RTC1pGA2HnfwbHe4Oc-4fg7h6JY-TtZC-Llgh-sB8=is,"Hi Curtis, Thank you for reaching out. If you are looking for funding for your venture, please send your materials to [URL]. There you can submit the basic details of your startup  into our platform and our deal team will review and be in touch with you if relevant.",1,click on link (full deck),1,formal application,1,0,,,,,,formal application,1,formal application,formal application
SKTDHYEWb35ij5egxGhBv0sELFKFpyMMhp=FUyYS0Q2W,"Thanks, but no thanks.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
2iYZGpHNOWqkp8RlLX-UPDRviUivUFS4w3HRUnU1jlF1,"Unfortunately, I am not interested. Please unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
VEpfbEJYR6IDnginTQTe8dyDBO+WeFt0UliSkd-8ZLld,Please dont contact me again.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
2-iyNNvZDnXmARC7W=HsIIG+Tt2YhF9l4ZIJNl8sZPKg,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
7GLcfzTQnO2BzA7kALmHB8aEq-WpkbAhNp4COCFnDQRK,"Thanks for sharing your deck, I'm impressed by what you've achieved so far. Let's schedule a call to discuss further - do you have any availability next week?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
